"paragraph"	"words"	"characters"	"sentence"
"436"	30	17	91	"Aenean sem leo, pellentesque sit amet, scelerisque sit amet, vehicula pellentesque, sapien."
"437"	31	6	31	"Sed consequat tellus et tortor."
"438"	31	5	23	"Ut tempor laoreet quam."
"439"	31	8	41	"Nullam id wisi a libero tristique semper."
"440"	31	15	61	"Nullam nisl massa, rutrum ut, egestas semper, mollis id, leo."
"441"	31	8	39	"Nulla ac massa eu risus blandit mattis."
"442"	31	4	15	"Mauris ut nunc."
"443"	31	6	33	"In hac habitasse platea dictumst."
"444"	31	4	20	"Aliquam eget tortor."
"445"	31	6	29	"Quisque dapibus pede in erat."
"446"	31	3	10	"Nunc enim."
"447"	31	15	64	"In dui nulla, commodo at, consectetuer nec, malesuada nec, elit."
"448"	31	6	30	"Aliquam ornare tellus eu urna."
"449"	31	4	14	"Sed nec metus."
"450"	31	14	85	"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
"451"	31	14	93	"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas."
"452"	32	4	19	"Phasellus id magna."
"453"	32	5	29	"Duis malesuada interdum arcu."
"454"	32	3	14	"Integer metus."
"455"	32	5	31	"Morbi pulvinar pellentesque mi."
"456"	32	8	46	"Suspendisse sed est eu magna molestie egestas."
"457"	32	15	63	"Quisque mi lorem, pulvinar eget, egestas quis, luctus at, ante."
"458"	32	5	28	"Proin auctor vehicula purus."
"459"	32	8	50	"Fusce ac nisl aliquam ante hendrerit pellentesque."
"460"	32	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"461"	32	3	11	"Morbi wisi."
"462"	32	15	65	"Etiam arcu mauris, facilisis sed, eleifend non, nonummy ut, pede."
"463"	32	8	43	"Cras ut lacus tempor metus mollis placerat."
"464"	32	8	47	"Vivamus eu tortor vel metus interdum malesuada."
"465"	33	21	114	"Sed eleifend, eros sit amet faucibus elementum, urna sapien consectetuer mauris, quis egestas leo justo non risus."
"466"	33	8	46	"Morbi non felis ac libero vulputate fringilla."
"467"	33	15	71	"Mauris libero eros, lacinia non, sodales quis, dapibus porttitor, pede."
"468"	33	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"469"	33	6	39	"Morbi dapibus mauris condimentum nulla."
"470"	33	14	85	"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
"471"	33	5	20	"Etiam sit amet erat."
"472"	33	3	13	"Nulla varius."
"473"	33	6	33	"Etiam tincidunt dui vitae turpis."
"474"	33	3	10	"Donec leo."
"475"	33	5	30	"Morbi vulputate convallis est."
"476"	33	3	16	"Integer aliquet."
"477"	33	5	34	"Pellentesque aliquet sodales urna."
"478"	34	6	30	"Nullam eleifend justo in nisl."
"479"	34	6	33	"In hac habitasse platea dictumst."
"480"	34	3	14	"Morbi nonummy."
"481"	34	4	17	"Aliquam ut felis."
"482"	34	15	60	"In velit leo, dictum vitae, posuere id, vulputate nec, ante."
"483"	34	8	47	"Maecenas vitae pede nec dui dignissim suscipit."
"484"	34	3	12	"Morbi magna."
"485"	34	8	47	"Vestibulum id purus eget velit laoreet laoreet."
"486"	34	8	44	"Praesent sed leo vel nibh convallis blandit."
"487"	34	3	10	"Ut rutrum."
"488"	34	3	11	"Donec nibh."
"489"	34	3	15	"Donec interdum."
"490"	34	9	46	"Fusce sed pede sit amet elit rhoncus ultrices."
"491"	34	8	43	"Nullam at enim vitae pede vehicula iaculis."
"492"	35	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"493"	35	6	30	"Aenean nonummy turpis id odio."
"494"	35	5	33	"Integer euismod imperdiet turpis."
"495"	35	8	38	"Ut nec leo nec diam imperdiet lacinia."
"496"	35	8	43	"Etiam eget lacus eget mi ultricies posuere."
"497"	35	5	29	"In placerat tristique tortor."
"498"	35	5	27	"Sed porta vestibulum metus."
"499"	35	5	32	"Nulla iaculis sollicitudin pede."
"500"	35	6	29	"Fusce luctus tellus in dolor."
"501"	35	6	29	"Curabitur auctor velit a sem."
"502"	35	3	13	"Morbi sapien."
"503"	35	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"504"	35	6	36	"Donec adipiscing urna vehicula nunc."
"505"	35	6	22	"Sed ornare leo in leo."
"506"	35	6	22	"In rhoncus leo ut dui."
"507"	35	15	70	"Aenean dolor quam, volutpat nec, fringilla id, consectetuer vel, pede."
"508"	36	6	30	"Nulla malesuada risus ut urna."
"509"	36	7	36	"Aenean pretium velit sit amet metus."
"510"	36	3	13	"Duis iaculis."
"511"	36	6	33	"In hac habitasse platea dictumst."
"512"	36	6	33	"Nullam molestie turpis eget nisl."
"513"	36	8	39	"Duis a massa id pede dapibus ultricies."
"514"	36	4	11	"Sed eu leo."
"515"	36	9	45	"In at mauris sit amet tortor bibendum varius."
"516"	36	15	67	"Phasellus justo risus, posuere in, sagittis ac, varius vel, tortor."
"517"	36	4	16	"Quisque id enim."
"518"	36	20	118	"Phasellus consequat, libero pretium nonummy fringilla, tortor lacus vestibulum nunc, ut rhoncus ligula neque id justo."
"519"	36	5	29	"Nullam accumsan euismod nunc."
"520"	36	8	41	"Proin vitae ipsum ac metus dictum tempus."
"521"	36	4	12	"Nam ut wisi."
"522"	36	15	60	"Quisque tortor felis, interdum ac, sodales a, semper a, sem."
"523"	36	9	50	"Curabitur in velit sit amet dui tristique sodales."
"524"	36	15	74	"Vivamus mauris pede, lacinia eget, pellentesque quis, scelerisque eu, est."
"525"	36	3	14	"Aliquam risus."
"526"	36	6	31	"Quisque bibendum pede eu dolor."
"527"	37	6	29	"Donec tempus neque vitae est."
"528"	37	8	54	"Aenean egestas odio sed risus ullamcorper ullamcorper."
"529"	37	8	40	"Sed in nulla a tortor tincidunt egestas."
"530"	37	16	76	"Nam sapien tortor, elementum sit amet, aliquam in, porttitor faucibus, enim."
"531"	37	5	28	"Nullam congue suscipit nibh."
"532"	37	3	18	"Quisque convallis."
"533"	37	15	66	"Praesent arcu nibh, vehicula eget, accumsan eu, tincidunt a, nibh."
"534"	37	20	122	"Suspendisse vulputate, tortor quis adipiscing viverra, lacus nibh dignissim tellus, eu suscipit risus ante fringilla diam."
"535"	37	8	44	"Quisque a libero vel pede imperdiet aliquet."
"536"	37	15	77	"Pellentesque nunc nibh, eleifend a, consequat consequat, hendrerit nec, diam."
"537"	37	3	9	"Sed urna."
"538"	37	5	32	"Maecenas laoreet eleifend neque."
"539"	37	16	69	"Vivamus purus odio, eleifend non, iaculis a, ultrices sit amet, urna."
"540"	37	6	33	"Mauris faucibus odio vitae risus."
"541"	37	3	8	"In nisl."
"542"	37	3	15	"Praesent purus."
"543"	37	20	106	"Integer iaculis, sem eu egestas lacinia, lacus pede scelerisque augue, in ullamcorper dolor eros ac lacus."
"544"	37	4	15	"Nunc in libero."
"545"	38	5	26	"Fusce suscipit cursus sem."
"546"	38	15	67	"Vivamus risus mi, egestas ac, imperdiet varius, faucibus quis, leo."
"547"	38	3	17	"Aenean tincidunt."
"548"	38	3	15	"Donec suscipit."
"549"	38	8	46	"Cras id justo quis nibh scelerisque dignissim."
"550"	38	5	33	"Aliquam sagittis elementum dolor."
"551"	38	6	34	"Aenean consectetuer justo in pede."
"552"	38	6	38	"Curabitur ullamcorper ligula nec orci."
"553"	38	15	68	"Aliquam purus turpis, aliquam id, ornare vitae, porttitor non, wisi."
"554"	38	5	28	"Maecenas luctus porta lorem."
"555"	38	8	42	"Donec vitae ligula eu ante pretium varius."
"556"	38	15	70	"Proin tortor metus, convallis et, hendrerit non, scelerisque in, urna."
"557"	38	8	43	"Cras quis libero eu ligula bibendum tempor."
"558"	38	15	65	"Vivamus tellus quam, malesuada eu, tempus sed, tempor sed, velit."
"559"	38	5	28	"Donec lacinia auctor libero."
"560"	39	8	41	"Praesent sed neque id pede mollis rutrum."
"561"	39	4	25	"Vestibulum iaculis risus."
"562"	39	3	19	"Pellentesque lacus."
"563"	39	8	40	"Ut quis nunc sed odio malesuada egestas."
"564"	39	9	47	"Duis a magna sit amet ligula tristique pretium."
"565"	39	3	12	"Ut pharetra."
"566"	39	6	36	"Vestibulum imperdiet magna nec wisi."
"567"	39	3	17	"Mauris convallis."
"568"	39	5	32	"Sed accumsan sollicitudin massa."
"569"	39	4	12	"Sed id enim."
"570"	39	15	65	"Nunc pede enim, lacinia ut, pulvinar quis, suscipit semper, elit."
"571"	39	6	30	"Cras accumsan erat vitae enim."
"572"	39	3	18	"Cras sollicitudin."
"573"	39	5	32	"Vestibulum rutrum blandit massa."
"574"	40	6	28	"Sed gravida lectus ut purus."
"575"	40	4	20	"Morbi laoreet magna."
"576"	40	4	21	"Pellentesque eu wisi."
"577"	40	3	13	"Proin turpis."
"578"	40	6	35	"Integer sollicitudin augue nec dui."
"579"	40	3	13	"Fusce lectus."
"580"	40	6	33	"Vivamus faucibus nulla nec lacus."
"581"	40	3	13	"Integer diam."
"582"	40	20	121	"Pellentesque sodales, enim feugiat cursus volutpat, sem mauris dignissim mauris, quis consequat sem est fermentum ligula."
"583"	40	16	78	"Nullam justo lectus, condimentum sit amet, posuere a, fringilla mollis, felis."
"584"	40	15	71	"Morbi nulla nibh, pellentesque at, nonummy eu, sollicitudin nec, ipsum."
"585"	40	3	11	"Cras neque."
"586"	40	3	11	"Nunc augue."
"587"	40	8	43	"Nullam vitae quam id quam pulvinar blandit."
"588"	40	5	19	"Nunc sit amet orci."
"589"	40	15	59	"Aliquam erat elit, pharetra nec, aliquet a, gravida in, mi."
"590"	40	15	69	"Quisque urna enim, viverra quis, suscipit quis, tincidunt ut, sapien."
"591"	40	5	28	"Cras placerat consequat sem."
"592"	40	4	18	"Curabitur ac diam."
"593"	40	15	64	"Curabitur diam tortor, mollis et, viverra ac, tempus vel, metus."
"594"	41	4	19	"Curabitur ac lorem."
"595"	41	8	40	"Vivamus non justo in dui mattis posuere."
"596"	41	6	30	"Etiam accumsan ligula id pede."
"597"	41	6	34	"Maecenas tincidunt diam nec velit."
"598"	41	6	33	"Praesent convallis sapien ac est."
"599"	41	5	34	"Aliquam ullamcorper euismod nulla."
"600"	41	6	31	"Integer mollis enim vel tortor."
"601"	41	5	28	"Nulla sodales placerat nunc."
"602"	41	5	23	"Sed tempus rutrum wisi."
"603"	41	5	28	"Duis accumsan gravida purus."
"604"	41	3	10	"Nunc nunc."
"605"	41	6	27	"Etiam facilisis dui eu sem."
"606"	41	3	18	"Vestibulum semper."
"607"	41	4	17	"Praesent eu eros."
"608"	41	16	77	"Vestibulum tellus nisl, dapibus id, vestibulum sit amet, placerat ac, mauris."
"609"	41	8	41	"Maecenas et elit ut erat placerat dictum."
"610"	41	20	102	"Nam feugiat, turpis et sodales volutpat, wisi quam rhoncus neque, vitae aliquam ipsum sapien vel enim."
"611"	41	5	28	"Maecenas suscipit cursus mi."
"612"	42	3	21	"Quisque consectetuer."
"613"	42	8	53	"In suscipit mauris a dolor pellentesque consectetuer."
"614"	42	6	32	"Mauris convallis neque non erat."
"615"	42	3	11	"In lacinia."
"616"	42	15	75	"Pellentesque leo eros, sagittis quis, fermentum quis, tincidunt ut, sapien."
"617"	42	3	13	"Maecenas sem."
"618"	42	15	61	"Curabitur eros odio, interdum eu, feugiat eu, porta ac, nisl."
"619"	42	3	15	"Curabitur nunc."
"620"	42	5	32	"Etiam fermentum convallis velit."
"621"	42	4	27	"Pellentesque laoreet lacus."
"622"	42	4	17	"Quisque sed elit."
"623"	42	4	16	"Nam quis tellus."
"624"	42	15	80	"Aliquam tellus arcu, adipiscing non, tincidunt eleifend, adipiscing quis, augue."
"625"	42	5	32	"Vivamus elementum placerat enim."
"626"	42	4	22	"Suspendisse ut tortor."
"627"	42	5	34	"Integer faucibus adipiscing felis."
"628"	42	5	34	"Aenean consectetuer mattis lectus."
"629"	42	5	31	"Morbi malesuada faucibus dolor."
"630"	42	3	10	"Nam lacus."
"631"	42	15	75	"Etiam arcu libero, malesuada vitae, aliquam vitae, blandit tristique, nisl."
"632"	43	5	33	"Maecenas accumsan dapibus sapien."
"633"	43	5	26	"Duis pretium iaculis arcu."
"634"	43	4	19	"Curabitur ut lacus."
"635"	43	3	18	"Aliquam vulputate."
"636"	43	8	44	"Suspendisse ut purus sed sem tempor rhoncus."
"637"	43	15	61	"Ut quam dui, fringilla at, dictum eget, ultricies quis, quam."
"638"	43	15	61	"Etiam sem est, pharetra non, vulputate in, pretium at, ipsum."
"639"	43	5	26	"Nunc semper sagittis orci."
"640"	43	5	30	"Sed scelerisque suscipit diam."
"641"	43	21	103	"Ut volutpat, dolor at ullamcorper tristique, eros purus mollis quam, sit amet ornare ante nunc et enim."
"642"	44	20	117	"Phasellus fringilla, metus id feugiat consectetuer, lacus wisi ultrices tellus, quis lobortis nibh lorem quis tortor."
"643"	44	5	27	"Donec egestas ornare nulla."
"644"	44	15	62	"Mauris mi tellus, porta faucibus, dictum vel, nonummy in, est."
"645"	44	4	22	"Aliquam erat volutpat."
"646"	44	15	75	"In tellus magna, porttitor lacinia, molestie vitae, pellentesque eu, justo."
"647"	44	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"648"	44	16	70	"Sed orci nibh, scelerisque sit amet, suscipit sed, placerat vel, diam."
"649"	44	5	34	"Vestibulum nonummy vulputate orci."
"650"	44	8	39	"Donec et velit ac arcu interdum semper."
"651"	44	15	62	"Morbi pede orci, cursus ac, elementum non, vehicula ut, lacus."
"652"	44	3	14	"Cras volutpat."
"653"	44	8	44	"Nam vel wisi quis libero venenatis placerat."
"654"	44	4	16	"Aenean sed odio."
"655"	44	6	30	"Quisque posuere purus ac orci."
"656"	44	3	13	"Vivamus odio."
"657"	44	21	111	"Vivamus varius, nulla sit amet semper viverra, odio mauris consequat lacus, at vestibulum neque arcu eu tortor."
"658"	44	5	31	"Donec iaculis tincidunt tellus."
"659"	44	4	22	"Aliquam erat volutpat."
"660"	44	15	77	"Curabitur magna lorem, dignissim volutpat, viverra et, adipiscing nec, dolor."
"661"	44	16	82	"Praesent lacus mauris, dapibus vitae, sollicitudin sit amet, nonummy eget, ligula."
"662"	45	6	26	"Cras egestas ipsum a nisl."
"663"	45	6	30	"Vivamus varius dolor ut dolor."
"664"	45	4	15	"Fusce vel enim."
"665"	45	6	37	"Pellentesque accumsan ligula et eros."
"666"	45	8	45	"Cras id lacus non tortor facilisis facilisis."
"667"	45	15	60	"Etiam nisl elit, cursus sed, fringilla in, congue nec, urna."
"668"	45	14	85	"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
"669"	45	4	18	"Integer at turpis."
"670"	45	14	85	"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
"671"	45	20	103	"Duis fringilla, ligula sed porta fringilla, ligula wisi commodo felis, ut adipiscing felis dui in enim."
"672"	45	5	36	"Suspendisse malesuada ultrices ante."
"673"	45	7	45	"Pellentesque scelerisque augue sit amet urna."
"674"	45	5	30	"Nulla volutpat aliquet tortor."
"675"	45	20	103	"Cras aliquam, tellus at aliquet pellentesque, justo sapien commodo leo, id rhoncus sapien quam at erat."
"676"	45	20	103	"Nulla commodo, wisi eget sollicitudin pretium, orci orci aliquam orci, ut cursus turpis justo et lacus."
"677"	45	4	17	"Nulla vel tortor."
"678"	45	17	74	"Quisque erat elit, viverra sit amet, sagittis eget, porta sit amet, lacus."
"679"	46	6	33	"In hac habitasse platea dictumst."
"680"	46	4	13	"Proin at est."
"681"	46	5	32	"Curabitur tempus vulputate elit."
"682"	46	3	17	"Pellentesque sem."
"683"	46	4	19	"Praesent eu sapien."
"684"	46	15	60	"Duis elit magna, aliquet at, tempus sed, vehicula non, enim."
"685"	46	6	29	"Morbi viverra arcu nec purus."
"686"	46	20	110	"Vivamus fringilla, enim et commodo malesuada, tortor metus elementum ligula, nec aliquet est sapien ut lectus."
"687"	46	3	11	"Aliquam mi."
"688"	46	4	12	"Ut nec elit."
"689"	46	5	28	"Fusce euismod luctus tellus."
"690"	46	3	22	"Curabitur scelerisque."
"691"	46	3	13	"Nullam purus."
"692"	46	5	29	"Nam ultricies accumsan magna."
"693"	46	7	36	"Morbi pulvinar lorem sit amet ipsum."
"694"	46	8	40	"Donec ut justo vitae nibh mollis congue."
"695"	46	4	16	"Fusce quis diam."
"696"	46	6	29	"Praesent tempus eros ut quam."
"697"	47	4	14	"Donec in nisl."
"698"	47	4	16	"Fusce vitae est."
"699"	47	15	66	"Vivamus ante ante, mattis laoreet, posuere eget, congue vel, nunc."
"700"	47	3	10	"Fusce sem."
"701"	47	8	36	"Nam vel orci eu eros viverra luctus."
"702"	47	5	28	"Pellentesque sit amet augue."
"703"	47	9	44	"Nunc sit amet ipsum et lacus varius nonummy."
"704"	47	6	29	"Integer rutrum sem eget wisi."
"705"	47	4	17	"Aenean eu sapien."
"706"	47	5	28	"Quisque ornare dignissim mi."
"707"	47	8	41	"Duis a urna vel risus pharetra imperdiet."
"708"	47	3	20	"Suspendisse potenti."
"709"	48	3	12	"Morbi justo."
"710"	48	4	17	"Aenean nec dolor."
"711"	48	6	33	"In hac habitasse platea dictumst."
"712"	48	5	30	"Proin nonummy porttitor velit."
"713"	48	9	42	"Sed sit amet leo nec metus rhoncus varius."
"714"	48	3	10	"Cras ante."
"715"	48	6	39	"Vestibulum commodo sem tincidunt massa."
"716"	48	3	10	"Nam justo."
"717"	48	20	103	"Aenean luctus, felis et condimentum lacinia, lectus enim pulvinar purus, non porta velit nisl sed eros."
"718"	48	3	22	"Suspendisse consequat."
"719"	48	8	38	"Mauris a dui et tortor mattis pretium."
"720"	48	15	66	"Sed nulla metus, volutpat id, aliquam eget, ullamcorper ut, ipsum."
"721"	48	4	14	"Morbi eu nunc."
"722"	48	3	17	"Praesent pretium."
"723"	48	5	29	"Duis aliquam pulvinar ligula."
"724"	48	5	25	"Ut blandit egestas justo."
"725"	48	6	35	"Quisque posuere metus viverra pede."
"726"	49	5	32	"Vivamus sodales elementum neque."
"727"	49	5	33	"Vivamus dignissim accumsan neque."
"728"	49	4	12	"Sed at enim."
"729"	49	5	34	"Vestibulum nonummy interdum purus."
"730"	49	8	46	"Mauris ornare velit id nibh pretium ultricies."
"731"	49	5	31	"Fusce tempor pellentesque odio."
"732"	49	15	67	"Vivamus augue purus, laoreet in, scelerisque vel, commodo id, wisi."
"733"	49	3	10	"Duis enim."
"734"	49	20	95	"Nulla interdum, nunc eu semper eleifend, enim dolor pretium elit, ut commodo ligula nisl a est."
"735"	49	3	13	"Vivamus ante."
"736"	49	15	64	"Nulla leo massa, posuere nec, volutpat vitae, rhoncus eu, magna."
"737"	50	5	32	"Quisque facilisis auctor sapien."
"738"	50	5	38	"Pellentesque gravida hendrerit lectus."
"739"	50	5	29	"Mauris rutrum sodales sapien."
"740"	50	6	30	"Fusce hendrerit sem vel lorem."
"741"	50	6	37	"Integer pellentesque massa vel augue."
"742"	50	15	66	"Integer elit tortor, feugiat quis, sagittis et, ornare non, lacus."
"743"	50	5	37	"Vestibulum posuere pellentesque eros."
"744"	50	6	37	"Quisque venenatis ipsum dictum nulla."
"745"	50	8	46	"Aliquam quis quam non metus eleifend interdum."
"746"	50	8	47	"Nam eget sapien ac mauris malesuada adipiscing."
"747"	50	6	30	"Etiam eleifend neque sed quam."
"748"	50	3	15	"Nulla facilisi."
"749"	50	4	15	"Proin a ligula."
"750"	50	8	37	"Sed id dui eu nibh egestas tincidunt."
"751"	50	3	17	"Suspendisse arcu."
"752"	51	3	13	"Maecenas dui."
"753"	51	5	30	"Aliquam volutpat auctor lorem."
"754"	51	6	31	"Cras placerat est vitae lectus."
"755"	51	15	70	"Curabitur massa lectus, rutrum euismod, dignissim ut, dapibus a, odio."
"756"	51	15	57	"Ut eros erat, vulputate ut, interdum non, porta eu, erat."
"757"	51	20	106	"Cras fermentum, felis in porta congue, velit leo facilisis odio, vitae consectetuer lorem quam vitae orci."
"758"	51	20	98	"Sed ultrices, pede eu placerat auctor, ante ligula rutrum tellus, vel posuere nibh lacus nec nibh."
"759"	51	6	31	"Maecenas laoreet dolor at enim."
"760"	51	6	31	"Donec molestie dolor nec metus."
"761"	51	3	18	"Vestibulum libero."
"762"	51	4	14	"Sed quis erat."
"763"	51	3	14	"Sed tristique."
"764"	51	16	75	"Duis pede leo, fermentum quis, consectetuer eget, vulputate sit amet, erat."
"765"	52	4	18	"Donec vitae velit."
"766"	52	5	35	"Suspendisse porta fermentum mauris."
"767"	52	8	39	"Ut vel nunc non mauris pharetra varius."
"768"	52	6	32	"Duis consequat libero quis urna."
"769"	52	4	17	"Maecenas at ante."
"770"	52	20	106	"Vivamus varius, wisi sed egestas tristique, odio wisi luctus nulla, lobortis dictum dolor ligula in lacus."
"771"	52	21	109	"Vivamus aliquam, urna sed interdum porttitor, metus orci interdum odio, sit amet euismod lectus felis et leo."
"772"	52	4	17	"Praesent ac wisi."
"773"	52	5	28	"Nam suscipit vestibulum sem."
"774"	52	8	46	"Praesent eu ipsum vitae pede cursus venenatis."
"775"	52	4	14	"Duis sed odio."
"776"	52	3	20	"Vestibulum eleifend."
"777"	52	4	15	"Nulla ut massa."
"778"	52	5	27	"Proin rutrum mattis sapien."
"779"	52	5	30	"Curabitur dictum gravida ante."
"780"	53	5	34	"Phasellus placerat vulputate quam."
"781"	53	4	19	"Maecenas at tellus."
"782"	53	15	76	"Pellentesque neque diam, dignissim ac, venenatis vitae, consequat ut, lacus."
"783"	53	3	9	"Nam nibh."
"784"	53	6	38	"Vestibulum fringilla arcu mollis arcu."
"785"	53	4	14	"Sed et turpis."
"786"	53	15	62	"Donec sem tellus, volutpat et, varius eu, commodo sed, lectus."
